Sigla	Codigo	Município	2010	2012	2014	2016	2018
RS	4315503	Restinga Seca	10900	11346	10869	11223	10355
RS	4315552	Rio dos Índios	2624	2909	2353	2688	2358
RS	4315602	Rio Grande	121374	123654	124608	124713	120405
RS	4315701	Rio Pardo	25141	26064	25176	25603	23844
RS	4315750	Riozinho	3308	3736	3228	3574	3295
RS	4315800	Roca Sales	6731	7246	6931	7304	6553
RS	4315909	Rodeio Bonito	3848	4434	4162	4352	4132
RS	4315958	Rolador	2068	2408	1861	2093	1828
RS	4316006	Rolante	12802	13943	13446	13757	13390
RS	4316105	Ronda Alta	6355	6915	6346	6876	6180
RS	4316204	Rondinha	4062	4408	4136	4425	4028
RS	4316303	Roque Gonzales	4904	5446	4831	5403	4636
RS	4316402	Rosário do Sul	25037	25494	24332	25129	23768
RS	4316428	Sagrada Família	1783	2399	1764	2131	1808
RS	4316436	Saldanha Marinho	2331	2626	2373	2487	2280
RS	4316451	Salto do Jacuí	7022	7758	7098	7729	6648
RS	4316477	Salvador das Missões	2143	2441	2066	2310	2166
RS	4316501	Salvador do Sul	4699	5119	4817	4878	4765
RS	4316600	Sananduva	10626	11296	10964	11521	11034
RS	4316709	Santa Bárbara do Sul	6109	6697	6147	6370	5889
RS	4316733	Santa Cecília do Sul	1527	1781	1449	1643	1546
RS	4316758	Santa Clara do Sul	4221	4701	4495	4725	4509
RS	4316808	Santa Cruz do Sul	79829	82518	82744	85986	86073
RS	4316907	Santa Maria	160977	160333	162299	160634	163877
RS	4316956	Santa Maria do Herval	4653	4903	4790	4926	4641
RS	4316972	Santa Margarida do Sul	2010	2386	1994	2307	2090
RS	4317004	Santana da Boa Vista	5807	6367	5547	5538	5092
RS	4317103	Santana do Livramento	53306	52882	53771	54573	53264
RS	4317202	Santa Rosa	42953	44804	45439	47459	47086
RS	4317251	Santa Tereza	1498	1686	1477	1566	1427
RS	4317301	Santa Vitória do Palmar	19202	19268	18712	19380	17698
RS	4317400	Santiago	30803	30825	30814	31572	31110
RS	4317509	Santo Ângelo	48815	49604	49253	48874	47911
RS	4317558	Santo Antônio do Palma	1618	1792	1601	1804	1623
RS	4317608	Santo Antônio da Patrulha	26002	26843	26462	27468	26517
RS	4317707	Santo Antônio das Missões	7129	7702	7057	7604	6829
RS	4317756	Santo Antônio do Planalto	1605	1869	1639	1822	1687
RS	4317806	Santo Augusto	9419	9997	9522	9931	9131
RS	4317905	Santo Cristo	10764	10828	10879	11221	10984
RS	4317954	Santo Expedito do Sul	1926	2090	1904	2040	1861
RS	4318002	São Borja	37731	38337	36305	37990	35592
RS	4318051	São Domingos do Sul	2193	2424	2267	2418	2226
RS	4318101	São Francisco de Assis	12698	13981	12624	13517	12139
RS	4318200	São Francisco de Paula	13327	14166	13388	14019	12494
RS	4318309	São Gabriel	36970	37729	36341	37496	34873
RS	4318408	São Jerônimo	13376	14178	13668	14175	12195
RS	4318424	São João da Urtiga	3426	3859	3589	3882	3568
RS	4318432	São João do Polêsine	2040	2303	2059	2267	2093
RS	4318440	São Jorge	2233	2521	2209	2335	2147
RS	4318457	São José das Missões	2086	2427	1836	2014	1733
RS	4318465	São José do Herval	1657	2082	1631	1946	1598
RS	4318481	São José do Hortêncio	3014	3288	3124	3380	3094
RS	4318499	São José do Inhacorá	1841	1994	1857	2052	1935
RS	4318507	São José do Norte	17657	18183	17960	18563	16828
RS	4318606	São José do Ouro	4899	5337	5034	4988	4864
RS	4318614	São José do Sul	1584	1858	1715	1731	1638
RS	4318622	São José dos Ausentes	2304	2886	2234	2724	2361
RS	4318705	São Leopoldo	134649	134922	136235	132959	132858
RS	4318804	São Lourenço do Sul	29402	29887	29797	29639	28680
RS	4318903	São Luiz Gonzaga	20566	20899	20597	21234	20281
RS	4319000	São Marcos	13918	14823	14592	15028	13769
RS	4319109	São Martinho	4209	4759	4325	4521	4146
RS	4319125	São Martinho da Serra	2448	2857	2378	2682	2409
RS	4319158	São Miguel das Missões	5055	5338	4774	5167	4726
RS	4319208	São Nicolau	3587	4322	3438	4138	3248
RS	4319307	São Paulo das Missões	4548	4943	4442	4762	4516
RS	4319356	São Pedro da Serra	2438	2686	2484	2767	2674
RS	4319364	São Pedro das Missões	1448	1689	1426	1423	1286
RS	4319372	São Pedro do Butiá	2081	2368	2130	2171	2080
RS	4319406	São Pedro do Sul	11281	11585	11267	11056	10746
RS	4319505	São Sebastião do Caí	15626	16218	15835	16168	13750
RS	4319604	São Sepé	15812	16134	15667	15748	14157
RS	4319703	São Valentim	2791	3019	2733	2837	2592
RS	4319711	São Valentim do Sul	1955	2128	1754	2003	1814
RS	4319737	São Valério do Sul	1593	2049	1719	2046	1768
RS	4319752	São Vendelino	1731	1939	1737	1892	1933
RS	4319802	São Vicente do Sul	5443	5983	5620	5999	5543
RS	4319901	Sapiranga	49340	51189	50469	52294	51180
RS	4320008	Sapucaia do Sul	86864	87510	87003	85975	82950
RS	4320107	Sarandi	13756	14854	14231	15175	13488
RS	4320206	Seberi	7444	7954	7508	8293	7440
RS	4320230	Sede Nova	2077	2387	2121	2397	1943
RS	4320263	Segredo	4919	5603	4982	5102	4785
RS	4320305	Selbach	3625	4052	3737	3983	3733
RS	4320321	Senador Salgado Filho	2208	2526	2223	2470	2294
RS	4320354	Sentinela do Sul	3513	3890	3640	3562	3375
RS	4320404	Serafina Corrêa	9287	10487	9945	10723	10362
RS	4320453	Sério	1914	2043	1742	1909	1742
RS	4320503	Sertão	4625	4952	4652	4894	4248
RS	4320552	Sertão Santana	4117	4587	4185	4595	4268
RS	4320578	Sete de Setembro	1606	1782	1524	1646	1532
RS	4320602	Severiano de Almeida	2881	3335	2986	3268	2958
RS	4320651	Silveira Martins	2038	2115	1926	2002	1894
RS	4320677	Sinimbu	6780	7244	6732	6962	6047
RS	4320701	Sobradinho	9113	9444	9300	9783	9363
RS	4320800	Soledade	18557	19178	18687	19576	17943
RS	4320859	Tabaí	2844	3290	3051	3424	3151
RS	4320909	Tapejara	12321	13868	13714	14735	14029
RS	4321006	Tapera	6903	7155	7044	7463	6742
RS	4321105	Tapes	10561	10581	10265	10504	9106
RS	4321204	Taquara	33552	34374	33890	34315	33452
RS	4321303	Taquari	17399	18147	17701	18407	16510
RS	4321329	Taquaruçu do Sul	2118	2306	2219	2417	2222
RS	4321352	Tavares	3722	4202	3694	4091	3554
RS	4321402	Tenente Portela	8463	8503	8316	8905	8042
RS	4321436	Terra de Areia	5825	6552	6048	6677	6010
RS	4321451	Teutônia	18451	20076	20237	21621	20707
RS	4321469	Tio Hugo	1928	2262	2101	2176	2050
RS	4321477	Tiradentes do Sul	4396	4673	4190	4263	3825
RS	4321493	Toropi	2263	2533	2219	2403	2241
RS	4321501	Torres	21244	22330	22240	22870	22588
RS	4321600	Tramandaí	24175	24837	24689	26314	25777
RS	4321626	Travesseiro	1794	1968	1794	1829	1721
RS	4321634	Três Arroios	2231	2450	2283	2328	2131
RS	4321667	Três Cachoeiras	6675	7549	7074	7638	6624
RS	4321709	Três Coroas	15014	15601	15361	15514	15084
RS	4321808	Três de Maio	15769	16698	16343	16578	15397
RS	4321832	Três Forquilhas	2378	2734	2137	2495	2222
RS	4321857	Três Palmeiras	2925	3435	3151	3850	3254
RS	4321907	Três Passos	15327	15879	15895	16559	15524
RS	4321956	Trindade do Sul	3800	4414	4007	4342	3971
RS	4322004	Triunfo	18567	21049	17182	18920	17419
RS	4322103	Tucunduva	4182	4469	4142	4294	4041
RS	4322152	Tunas	3071	3647	2947	3057	2734
RS	4322186	Tupanci do Sul	1122	1381	1145	1316	1121
RS	4322202	Tupanciretã	13839	14271	13808	13697	13069
RS	4322251	Tupandi	2855	3359	3369	3768	3511
RS	4322301	Tuparendi	6155	6538	6245	6477	6086
RS	4322327	Turuçu	2779	3056	2722	3063	2847
RS	4322343	Ubiretama	1758	1905	1666	1779	1670
RS	4322350	União da Serra	1379	1532	1239	1434	1273
RS	4322376	Unistalda	2251	2704	1954	2363	2053
RS	4322400	Uruguaiana	70922	69572	66622	67035	64344
RS	4322509	Vacaria	36428	37344	37058	38091	36971
RS	4322525	Vale Verde	2384	3070	2374	2827	2497
RS	4322533	Vale do Sol	7325	7691	7413	7422	7163
RS	4322541	Vale Real	3805	4183	3866	4253	4056
RS	4322558	Vanini	1503	1774	1586	1822	1653
RS	4322608	Venâncio Aires	44754	45858	45894	47124	44406
RS	4322707	Vera Cruz	15898	16849	16508	17384	15967
RS	4322806	Veranópolis	15322	15759	15614	16115	15513
RS	4322855	Vespasiano Correa	1878	2285	1877	2135	1847
RS	4322905	Viadutos	3835	4083	3740	3949	3652
RS	4323002	Viamão	136480	136601	137740	124880	127195
RS	4323101	Vicente Dutra	3353	3788	3315	3833	3232
RS	4323200	Victor Graeff	2299	2475	2311	2472	2132
RS	4323309	Vila Flores	2598	2909	2705	2975	2854
RS	4323358	Vila Lângaro	1959	2125	1815	2033	1869
RS	4323408	Vila Maria	3037	3290	3127	3390	3022
RS	4323457	Vila Nova do Sul	3106	3654	2802	3249	2842
RS	4323507	Vista Alegre	2078	2391	2153	2325	2160
RS	4323606	Vista Alegre do Prata	1357	1615	1227	1443	1286
RS	4323705	Vista Gaúcha	2181	2569	2108	2267	2093
RS	4323754	Vitória das Missões	2746	3152	2703	3083	2760
RS	4323770	Westfalia	2129	2344	2268	2377	2265
RS	4323804	Xangri-lá	6978	8341	8050	8532	8507
RS	4399919	Santa Cristina do Pinhal					
RS	4399929	Santa Izabel					
SC	4200051	Abdon Batista	1969	2190	2028	2252	1976
SC	4200101	Abelardo Luz	9738	10826	9919	11106	9736
SC	4200200	Agrolândia	6051	6838	6570	6942	6636
SC	4200309	Agronômica	3189	3597	3428	3841	3596
SC	4200408	Água Doce	4449	4824	4363	4904	4307
SC	4200507	Águas de Chapecó	3784	4105	3798	4326	3877
SC	4200556	Águas Frias	1949	2083	2019	2258	2061
SC	4200606	Águas Mornas	4587	5036	4792	5238	5126
SC	4200705	Alfredo Wagner	6466	6992	6690	7242	6592
SC	4200754	Alto Bela Vista	1542	1815	1632	1899	1631
SC	4200804	Anchieta	4278	4670	4232	4590	4049
SC	4200903	Angelina	4177	4596	4336	4619	4385
SC	4201000	Anita Garibaldi	5643	6425	5700	6411	5515
SC	4201109	Anitápolis	2362	2693	2432	2742	2538
SC	4201208	Antônio Carlos	5612	6184	6091	7129	6904
SC	4201257	Apiúna	5992	7155	6507	7456	6709
SC	4201273	Arabutã	3041	3475	3245	3554	3173
SC	4201307	Araquari	11528	14239	13218	17023	15263
SC	4201406	Araranguá	38128	39804	39451	40756	40090
SC	4201505	Armazém	5060	5735	5379	5917	5467
SC	4201604	Arroio Trinta	2551	2867	2663	2924	2615
SC	4201653	Arvoredo	1692	2041	1889	2210	1971
SC	4201703	Ascurra	5013	5554	5219	5521	5182
SC	4201802	Atalanta	2480	2702	2493	2697	2469
SC	4201901	Aurora	3777	4289	4153	4550	4263
SC	4201950	Balneário Arroio do Silva	5628	7497	7052	8725	7913
SC	4202008	Balneário Camboriú	64376	65916	67290	70702	71403
SC	4202057	Balneário Barra do Sul	5455	7059	6312	8211	7175
SC	4202073	Balneário Gaivota	4919	5970	5703	6949	6582
SC	4202081	Bandeirante	2199	2556	2324	2588	2198
SC	4202099	Barra Bonita	1658	1812	1578	1752	1507
SC	4202107	Barra Velha	12198	14358	14522	17396	17358
SC	4202131	Bela Vista do Toldo	4101	4523	4163	4593	4058
SC	4202156	Belmonte	1851	2171	1969	2308	1966
SC	4202206	Benedito Novo	6947	7141	7003	7276	6913
SC	4202305	Biguaçu	34546	36943	37209	41546	41296
SC	4202404	Blumenau	193238	197948	151777	209344	212605
SC	4202438	Bocaina do Sul	2383	2795	2616	2976	2595
SC	4202453	Bombinhas	7907	9295	8909	11376	11252
SC	4202503	Bom Jardim da Serra	2906	3304	2930	3288	2925
SC	4202537	Bom Jesus	1753	2228	1968	2308	1954
SC	4202578	Bom Jesus do Oeste	1594	1776	1624	1793	1629
SC	4202602	Bom Retiro	5697	6173	5592	5964	5259
SC	4202701	Botuverá	3186	3690	3510	3998	3806
SC	4202800	Braço do Norte	18683	19950	19493	20521	19945
SC	4202859	Braço do Trombudo	2500	2847	2656	3045	2644
SC	4202875	Brunópolis	2173	2697	2377	2842	2304
SC	4202909	Brusque	64580	68944	69887	71803	74065
SC	4203006	Caçador	41481	41510	41111	42287	40887
SC	4203105	Caibi	4182	4357	4142	4344	4030
SC	4203154	Calmon	2405	2948	2507	3096	2287
SC	4203204	Camboriú	27275	32127	31358	35508	41414
SC	4203253	Capão Alto	2406	2715	2398	2845	2305
SC	4203303	Campo Alegre	7801	8116	7717	8319	7703
SC	4203402	Campo Belo do Sul	4815	5480	5016	5489	4833
SC	4203501	Campo Erê	5494	6254	5841	6400	5753
SC	4203600	Campos Novos	19895	21093	20432	21341	20464
SC	4203709	Canelinha	6823	8180	7358	8209	7145
SC	4203808	Canoinhas	33055	33835	33592	34638	33475
SC	4203907	Capinzal	13004	13699	13436	14133	14017
SC	4203956	Capivari de Baixo	13609	14988	14202	15164	14059
SC	4204004	Catanduvas	5841	6574	6114	6594	6311
SC	4204103	Caxambu do Sul	3439	3967	3628	4253	3636
SC	4204152	Celso Ramos	2134	2147	1993	2397	2058
SC	4204178	Cerro Negro	2491	2849	2488	2939	2475
SC	4204194	Chapadão do Lageado	1942	2207	2081	2339	2131
SC	4204202	Chapecó	108423	114619	116231	119281	121547
SC	4204251	Cocal do Sul	10157	11300	10964	11692	11269
SC	4204301	Concórdia	44664	46319	45907	47772	47197
SC	4204350	Cordilheira Alta	2789	3338	3173	3607	3306
SC	4204400	Coronel Freitas	7043	7516	6997	7415	6850
SC	4204459	Coronel Martins	1717	1957	1761	2010	1681
SC	4204509	Corupá	9276	10053	9788	10091	9956
SC	4204558	Correia Pinto	9851	10544	9760	10527	9620
SC	4204608	Criciúma	118843	120097	118808	119318	118344
SC	4204707	Cunha Porã	7292	7858	7504	7921	7493
SC	4204756	Cunhataí	1396	1610	1491	1686	1528
SC	4204806	Curitibanos	23478	24363	23845	24344	23294
SC	4204905	Descanso	6027	6375	6096	6341	5858
SC	4205001	Dionísio Cerqueira	8947	9677	8968	9797	8704
SC	4205100	Dona Emma	2368	2719	2560	2931	2595
SC	4205159	Doutor Pedrinho	2363	2602	2435	2684	2488
SC	4205175	Entre Rios	1902	2480	2178	2696	2316
SC	4205191	Ermo	2254	2527	2366	2593	1800
SC	4205209	Erval Velho	2988	3470	3203	3607	3246
SC	4205308	Faxinal dos Guedes	6817	7458	7177	7520	7082
SC	4205357	Flor do Sertão	1250	1482	1358	1651	1367
SC	4205407	Florianópolis	264954	264965	133048	277533	289869
SC	4205431	Formosa do Sul	1881	2167	1928	2225	1948
SC	4205456	Forquilhinha	14495	16092	15643	16880	16367
SC	4205506	Fraiburgo	21176	22108	21155	22179	22082
SC	4205555	Frei Rogério	1805	2081	1898	2124	1822
SC	4205605	Galvão	2376	2784	2418	2689	2321
SC	4205704	Garopaba	11616	13181	12814	14719	14641
SC	4205803	Garuva	8067	9236	8646	9535	9070
SC	4205902	Gaspar	33661	35612	35764	38331	38585
SC	4206009	Governador Celso Ramos	9981	11739	9988	12100	11597
SC	4206108	Grão Pará	4950	5418	5057	5432	4900
SC	4206207	Gravatal	7127	7811	7393	7884	7370
SC	4206306	Guabiruba	10957	12600	12428	13269	13569
SC	4206405	Guaraciaba	7337	7739	7548	7990	7433
SC	4206504	Guaramirim	20768	23071	22757	24434	24476
SC	4206603	Guarujá do Sul	3317	3622	3330	3585	3267
SC	4206652	Guatambú	3690	4465	4224	4894	4501
SC	4206702	'Herval d''Oeste'	13663	14097	13637	14046	13378
SC	4206751	Ibiam	1594	1757	1586	1709	1499
SC	4206801	Ibicaré	2453	2835	2553	2804	2506
SC	4206900	Ibirama	11252	12326	11740	12265	11650
SC	4207007	Içara	37121	32584	32231	33892	33433
SC	4207106	Ilhota	8048	9390	8705	9470	8912
SC	4207205	Imaruí	7979	8853	8064	8792	7504
SC	4207304	Imbituba	26129	27829	26900	28822	28124
SC	4207403	Imbuia	3872	4271	4035	4299	4201
SC	4207502	Indaial	32533	34306	34800	36566	37048
SC	4207577	Iomerê	2177	2723	2394	2678	2307
SC	4207601	Ipira	2985	3425	3224	3518	3092
SC	4207650	Iporã do Oeste	5610	6115	5974	6345	5988
SC	4207684	Ipuaçu	3577	4353	3988	4624	4097
SC	4207700	Ipumirim	4812	5405	5035	5454	4992
SC	4207759	Iraceminha	2943	3373	3078	3647	3038
SC	4207809	Irani	5902	6529	6263	6617	6149
SC	4207858	Irati	1531	1743	1564	1859	1623
SC	4207908	Irineópolis	6358	6831	6550	7015	6478
SC	4208005	Itá	4671	5300	4711	5266	4711
SC	4208104	Itaiópolis	12867	13587	13217	13685	13255
SC	4208203	Itajaí	106528	110511	111417	117462	120860
SC	4208302	Itapema	23849	26245	26842	31229	33257
SC	4208401	Itapiranga	9984	10299	9975	10625	10297
SC	4208450	Itapoá	7497	9757	8793	11165	10717
SC	4208500	Ituporanga	14529	15411	15261	15996	15564
SC	4208609	Jaborá	3116	3538	3184	3593	3114
SC	4208708	Jacinto Machado	7577	8394	7691	8462	7460
SC	4208807	Jaguaruna	10856	12314	11569	12592	11727
SC	4208906	Jaraguá do Sul	88699	92326	94192	96690	99780
SC	4208955	Jardinópolis	1300	1353	1294	1519	1371
SC	4209003	Joaçaba	17779	18034	17713	18286	17998
SC	4209102	Joinville	313648	320779	259732	341001	343517
SC	4209151	José Boiteux	3160	3540	3259	3786	3304
SC	4209177	Jupiá	1564	1738	1651	1928	1718
SC	4209201	Lacerdópolis	1705	1937	1756	1940	1712
SC	4209300	Lages	97488	98683	98625	100952	98519
SC	4209409	Laguna	33037	28291	27687	28859	27921
SC	4209458	Lajeado Grande	1260	1538	1322	1663	1187
SC	4209508	Laurentino	4206	4843	4677	5196	4842
SC	4209607	Lauro Muller	10252	11085	10382	11190	10368
SC	4209706	Lebon Régis	6902	8195	7023	7621	6943
SC	4209805	Leoberto Leal	2603	2869	2653	2920	2554
SC	4209854	Lindóia do Sul	3141	3336	3199	3398	3062
SC	4209904	Lontras	6239	7043	6804	7341	6888
SC	4210001	Luiz Alves	6726	7624	7357	8062	7606
SC	4210035	Luzerna	4096	4350	4223	4408	4215
SC	4210050	Macieira	1457	1826	1608	1833	1421
SC	4210100	Mafra	34814	35441	35150	35166	34807
SC	4210209	Major Gercino	2383	2841	2425	2891	2537
SC	4210308	Major Vieira	4757	5202	4902	5349	4720
SC	4210407	Maracajá	4587	5212	4944	5759	5227
SC	4210506	Maravilha	14073	15362	14862	15784	15891
SC	4210555	Marema	1724	1945	1791	2133	1709
SC	4210605	Massaranduba	10291	10982	10545	11232	10574
SC	4210704	Matos Costa	1805	2220	1792	2248	1776
SC	4210803	Meleiro	5024	5306	5024	5426	5054
SC	4210852	Mirim Doce	1804	2105	1929	2243	1972
SC	4210902	Modelo	2719	3008	2848	3193	2891
SC	4211009	Mondaí	6102	6664	6304	6804	6206
SC	4211058	Monte Carlo	5578	6238	5575	6323	5727
SC	4211108	Monte Castelo	5275	5890	5460	5986	5430
SC	4211207	Morro da Fumaça	10281	11288	11159	11653	11099
SC	4211256	Morro Grande	2428	2743	2566	2892	2540
SC	4211306	Navegantes	30597	33597	33658	37902	39149
SC	4211405	Nova Erechim	2992	3456	3240	3549	3287
SC	4211454	Nova Itaberaba	3221	3623	3381	3755	3389
SC	4211504	Nova Trento	7901	8786	8650	9148	8893
SC	4211603	Nova Veneza	9354	10707	10160	10791	10162
SC	4211652	Novo Horizonte	1995	2263	2037	2377	1948
SC	4211702	Orleans	15236	16212	15533	16366	15691
SC	4211751	Otacílio Costa	10094	11235	10345	11908	10544
SC	4211801	Ouro	5144	5499	5122	5355	4889
SC	4211850	Ouro Verde	1696	1953	1791	1997	1616
SC	4211876	Paial	1432	1718	1509	1822	1479
SC	4211892	Painel	2039	2316	2067	2354	1905
SC	4211900	Palhoça	77055	81334	84127	103048	104607
SC	4212007	Palma Sola	4666	5143	4744	5056	4437
SC	4212056	Palmeira	2190	2666	2350	2686	2239
SC	4212106	Palmitos	10657	11303	10586	11020	10158
SC	4212205	Papanduva	11653	12493	12071	12709	11900
SC	4212239	Paraíso	2891	3438	3032	3391	2915
SC	4212254	Passo de Torres	4063	4532	4193	5154	4765
SC	4212270	Passos Maia	2629	3064	2706	3236	2734
SC	4212304	Paulo Lopes	4658	5399	4723	5504	5266
SC	4212403	Pedras Grandes	3362	3656	3362	3721	3318
SC	4212502	Penha	12974	15129	14634	17139	15438
SC	4212601	Peritiba	2423	2757	2472	2761	2366
SC	4212650	Pescaria Brava					
SC	4212700	Petrolândia	4256	4661	4438	4853	4478
SC	4212809	Piçarras	9304	10602	10525	12907	11946
SC	4212908	Pinhalzinho	10503	11713	11544	12326	12209
SC	4213005	Pinheiro Preto	2206	2476	2285	2406	2247
SC	4213104	Piratuba	3768	3902	3754	4545	4089
SC	4213153	Planalto Alegre	2124	2684	2461	2632	2341
SC	4213203	Pomerode	18351	19083	18928	20303	20370
SC	4213302	Ponte Alta	3233	3664	3234	3632	3223
SC	4213351	Ponte Alta do Norte	2085	2433	2115	2480	2051
SC	4213401	Ponte Serrada	6763	7644	6813	7356	6563
SC	4213500	Porto Belo	8281	9552	9164	10603	10823
SC	4213609	Porto União	19591	19771	19526	20291	20019
SC	4213708	Pouso Redondo	8835	9742	9135	9898	9338
SC	4213807	Praia Grande	4888	5334	4948	5651	5138
SC	4213906	Presidente Castelo Branco	1468	1463	1371	1586	1384
SC	4214003	Presidente Getúlio	9691	10541	10223	11053	10785
SC	4214102	Presidente Nereu	1795	2195	1794	2083	1707
SC	4214151	Princesa	1968	2294	2122	2385	2109
SC	4214201	Quilombo	7153	7616	7095	7655	6996
SC	4214300	Rancho Queimado	2410	2522	2355	2671	2495
SC	4214409	Rio das Antas	4801	5052	4629	5127	4253
SC	4214508	Rio do Campo	4429	4766	4428	4821	4376
SC	4214607	Rio do Oeste	4626	5068	4907	5412	5007
SC	4214706	Rio dos Cedros	6792	7459	7046	7479	6975
SC	4214805	Rio do Sul	39319	40432	40039	40237	39860
SC	4214904	Rio Fortuna	3712	4127	3926	4204	3908
SC	4215000	Rio Negrinho	25855	26596	25627	26221	24808
SC	4215059	Rio Rufino	1837	2125	1886	2191	1858
SC	4215075	Riqueza	3203	3511	3300	3721	3308
SC	4215109	Rodeio	7677	8002	7586	8150	7749
SC	4215208	Romelândia	3651	3910	3506	3829	3279
SC	4215307	Salete	5039	5577	5039	5521	4993
SC	4215356	Saltinho	2604	3057	2728	3096	2629
SC	4215406	Salto Veloso	2935	3428	3073	3223	2929
SC	4215455	Sangão	6086	7206	6605	7575	6893
SC	4215505	Santa Cecília	9837	10453	9787	10605	9724
SC	4215554	Santa Helena	1900	2173	1959	2216	1910
SC	4215604	Santa Rosa de Lima	1765	1912	1753	1933	1684
SC	4215653	Santa Rosa do Sul	5529	6030	5629	6310	5890
SC	4215679	Santa Terezinha	5739	6179	5573	6081	5372
SC	4215687	Santa Terezinha do Progresso	1996	2311	2079	2350	1945
SC	4215695	Santiago do Sul	1097	1305	1226	1434	1252
SC	4215703	Santo Amaro da Imperatriz	13160	14014	14252	15485	15550
SC	4215752	São Bernardino	1837	2143	2010	2258	1969
SC	4215802	São Bento do Sul	49232	50502	50568	51125	50576
SC	4215901	São Bonifácio	2263	2457	2354	2535	2339
SC	4216008	São Carlos	6514	6983	6765	7190	6926
SC	4216057	São Cristovão do Sul	2659	3098	2657	3095	2669
SC	4216107	São Domingos	6058	6431	6052	6661	6240
SC	4216206	São Francisco do Sul	25451	27623	26759	29756	27818
SC	4216255	São João do Oeste	4370	4611	4493	4663	4405
SC	4216305	São João Batista	14700	16308	15992	18157	17476
SC	4216354	São João do Itaperiú	2353	2881	2637	3266	2864
SC	4216404	São João do Sul	5120	6033	5546	5747	5407
SC	4216503	São Joaquim	16147	16239	15879	16343	15330
SC	4216602	São José	122442	125454	126757	141212	143691
SC	4216701	São José do Cedro	9120	9921	9066	9767	9119
SC	4216800	São José do Cerrito	5731	6549	5954	6727	5755
SC	4216909	São Lourenço do Oeste	14279	15145	14841	15371	14943
SC	4217006	São Ludgero	6883	7482	7215	7732	7632
SC	4217105	São Martinho	2623	3009	2795	3080	2823
SC	4217154	São Miguel da Boa Vista	1440	1616	1494	1674	1346
SC	4217204	São Miguel do Oeste	22658	23616	23298	23614	24228
SC	4217253	São Pedro de Alcântara	3232	3585	3067	3543	3389
SC	4217303	Saudades	6198	6631	6428	6781	6588
SC	4217402	Schroeder	9538	10454	10374	11248	11385
SC	4217501	Seara	11771	12318	11642	12325	11520
SC	4217550	Serra Alta	2290	2524	2354	2588	2370
SC	4217600	Siderópolis	8905	9840	9271	9649	8843
SC	4217709	Sombrio	16607	17747	17434	18309	17485
SC	4217758	Sul Brasil	2032	2153	2033	2401	2089
SC	4217808	Taió	11100	11933	11393	12013	11685
SC	4217907	Tangará	6005	6320	5841	6058	5555
SC	4217956	Tigrinhos	1352	1699	1568	1878	1559
SC	4218004	Tijucas	19701	21047	20413	21885	21867
SC	4218103	Timbé do Sul	3960	4351	3975	4348	3828
SC	4218202	Timbó	24122	25381	25424	26179	27011
SC	4218251	Timbó Grande	4156	4951	4516	5193	4200
SC	4218301	Três Barras	11085	12328	11494	12574	11183
SC	4218350	Treviso	3087	3557	3235	3919	3464
SC	4218400	Treze de Maio	5108	5781	5288	5899	5303
SC	4218509	Treze Tílias	3902	4445	4217	4997	4800
SC	4218608	Trombudo Central	4385	4789	4508	4826	4338
SC	4218707	Tubarão	62592	64125	63024	63975	63439
SC	4218756	Tunápolis	3222	3526	3407	3534	3377
SC	4218806	Turvo	8460	9072	8659	9297	8260
SC	4218855	União do Oeste	2146	2437	2200	2488	2125
SC	4218905	Urubici	6359	6856	6285	6925	6334
SC	4218954	Urupema	1863	2104	1851	2155	1883
SC	4219002	Urussanga	13545	14397	13829	14429	13660
SC	4219101	Vargeão	2223	2555	2403	2702	2428
SC	4219150	Vargem	2144	2636	2201	2680	2062
SC	4219176	Vargem Bonita	3273	3747	3318	4136	3297
SC	4219200	Vidal Ramos	4058	4558	4344	4965	4528
SC	4219309	Videira	29099	29518	29058	29913	29396
SC	4219358	Vitor Meireles	3544	4121	3546	4059	3419
SC	4219408	Witmarsum	2561	3022	2713	3134	2766
SC	4219507	Xanxerê	26874	28054	27750	28053	27736
SC	4219606	Xavantina	3074	3499	3202	3462	3064
SC	4219705	Xaxim	16839	18440	17474	18306	17970
SC	4219853	Zortéa	2037	2549	2307	2609	2317
SC	4220000	Balneário Rincão					
SC	4299919	São Miguel					
SE	2800100	Amparo de São Francisco	1770	2253	2081	2412	2112
SE	2800209	Aquidabã	12099	13045	12433	13244	12474
SE	2800308	Aracaju	320551	334413	234604	325582	332912
SE	2800407	Arauá	7058	7764	7175	8024	7247
SE	2800506	Areia Branca	9814	10918	10493	11570	11029
SE	2800605	Barra dos Coqueiros	11424	14378	14268	17042	16080
SE	2800670	Boquim	16092	17187	16146	17522	16346
SE	2800704	Brejo Grande	4345	5189	4795	5650	4902
SE	2801009	Campo do Brito	10526	11850	10854	12013	10913
SE	2801108	Canhoba	3162	3518	3394	3834	3487
SE	2801207	Canindé de São Francisco	14742	17699	16767	19197	17064
SE	2801306	Capela	17196	19530	18472	20980	19021
SE	2801405	Carira	12036	13703	12872	14200	12996
SE	2801504	Carmópolis	9373	11639	10650	11559	10282
SE	2801603	Cedro de São João	3800	4242	3940	4539	3933
SE	2801702	Cristinápolis	8852	9992	9250	10658	9707
SE	2801900	Cumbe	2673	3036	3047	3532	3323
SE	2802007	Divina Pastora	2690	3185	2917	3342	3021
SE	2802106	Estância	35386	36629	35714	39122	37610
